124689,112.97706,33.72421,112.98039,33.72501
124689,112.98039,33.72501,112.97706,33.72421
124733,112.57378,33.72972,112.57644,33.72063
124733,112.57644,33.72063,112.57378,33.72972
124742,112.1133056,33.71772778,112.11964,33.72359
124742,112.11964,33.72359,112.1133056,33.71772778
124804,112.066359,33.394362,112.093281,33.383672
124804,112.093281,33.383672,112.066359,33.394362
15127,111.90299,33.51259,111.90301,33.51259
15127,111.90301,33.51259,111.90299,33.51259
15155,111.994085,33.451657,111.99966,33.46271
15155,111.99966,33.46271,111.994085,33.451657
15566,111.574118,33.423826,111.584431,33.428539
15566,111.584431,33.428539,111.574118,33.423826
238450,112.19281,33.77494,112.19527,33.77305
238450,112.19527,33.77305,112.19281,33.77494
238453,112.15401,33.79171,112.15501,33.79241
238453,112.15401,33.79171,112.15501,33.79261
238453,112.15501,33.79241,112.15401,33.79171
238453,112.15501,33.79241,112.15501,33.79261
238453,112.15501,33.79261,112.15401,33.79171
238453,112.15501,33.79261,112.15501,33.79241
238536,112.18801,33.76081,112.189641,33.757856
238536,112.189641,33.757856,112.18801,33.76081
253814,112.758489,33.759194,112.75849,33.75919
253814,112.75849,33.75919,112.758489,33.759194
259597,112.71217,33.73807,112.71401,33.72621
259597,112.71401,33.72621,112.71217,33.73807
259725,112.15501,33.79241,112.15694,33.79111
259725,112.15694,33.79111,112.15501,33.79241
259726,112.15401,33.78511,112.15501,33.78972
259726,112.15501,33.78972,112.15401,33.78511
273925,111.566754,33.294543,111.594001,33.256502
273925,111.594001,33.256502,111.566754,33.294543
273938,111.844428,32.875296,111.85026,32.883418
273938,111.844428,32.875296,111.86099,32.86585
273938,111.85026,32.883418,111.844428,32.875296
273938,111.85026,32.883418,111.86099,32.86585
273938,111.86099,32.86585,111.844428,32.875296
273938,111.86099,32.86585,111.85026,32.883418
273977,112.32669,33.80146,112.33082,33.80402
273977,112.32669,33.80146,112.334882,33.811327
273977,112.32669,33.80146,112.341319,33.813961
273977,112.33082,33.80402,112.32669,33.80146
273977,112.33082,33.80402,112.334882,33.811327
273977,112.33082,33.80402,112.341319,33.813961
273977,112.334882,33.811327,112.32669,33.80146
273977,112.334882,33.811327,112.33082,33.80402
273977,112.334882,33.811327,112.341319,33.813961
273977,112.341319,33.813961,112.32669,33.80146
273977,112.341319,33.813961,112.33082,33.80402
273977,112.341319,33.813961,112.334882,33.811327
273978,111.473768,33.298758,111.474644,33.263321
273978,111.473768,33.298758,111.488031,33.266527
273978,111.473768,33.298758,111.48901,33.29086
273978,111.473768,33.298758,111.50074,33.281169
273978,111.473768,33.298758,111.503901,33.266627
273978,111.474644,33.263321,111.473768,33.298758
273978,111.474644,33.263321,111.488031,33.266527
273978,111.474644,33.263321,111.48901,33.29086
273978,111.474644,33.263321,111.50074,33.281169
273978,111.474644,33.263321,111.503901,33.266627
273978,111.488031,33.266527,111.473768,33.298758
273978,111.488031,33.266527,111.474644,33.263321
273978,111.488031,33.266527,111.48901,33.29086
273978,111.488031,33.266527,111.50074,33.281169
273978,111.488031,33.266527,111.503901,33.266627
273978,111.48901,33.29086,111.473768,33.298758
273978,111.48901,33.29086,111.474644,33.263321
273978,111.48901,33.29086,111.488031,33.266527
273978,111.48901,33.29086,111.50074,33.281169
273978,111.48901,33.29086,111.503901,33.266627
273978,111.50074,33.281169,111.473768,33.298758
273978,111.50074,33.281169,111.474644,33.263321
273978,111.50074,33.281169,111.488031,33.266527
273978,111.50074,33.281169,111.48901,33.29086
273978,111.50074,33.281169,111.503901,33.266627
273978,111.503901,33.266627,111.473768,33.298758
273978,111.503901,33.266627,111.474644,33.263321
273978,111.503901,33.266627,111.488031,33.266527
273978,111.503901,33.266627,111.48901,33.29086
273978,111.503901,33.266627,111.50074,33.281169
47473,112.17932,33.78074,112.18901,33.77791
47473,112.18901,33.77791,112.17932,33.78074
7417,111.95903,33.55845,111.95905,33.55581
7417,111.95905,33.55581,111.95903,33.55845
