124711-0,0.998
124711-1,0.998
124711-2,0.99766666666666666667
124712-0,0.99866666666666666667
124712-1,0.994
124712-2,0.98766666666666666667
124713-0,0.99866666666666666667
124713-1,0.999
124713-2,0.99866666666666666667
124818-0,0.99833333333333333333
124818-1,0.999
124818-2,0.99833333333333333333
124893-0,0.99766666666666666667
124893-1,0.99633333333333333333
124893-2,0.99933333333333333333
124898-0,0.99233333333333333333
124898-1,0.99866666666666666667
124923-0,0.998
124923-1,0.99466666666666666667
124924-0,0.99933333333333333333
124924-1,0.99933333333333333333
124924-2,0.999
15113-128,0.999
15113-129,0.999
15113-130,0.998
15113-3,0.99933333333333333333
15113-4,0.999
15113-5,0.99933333333333333333
15114-128,0.99866666666666666667
15114-129,0.999
15114-130,0.998
15115-128,0.99733333333333333333
15115-129,0.997
15115-130,0.99833333333333333333
15116-128,0.99866666666666666667
15116-129,0.99933333333333333333
15116-130,0.99866666666666666667
15117-128,0.999
15117-129,0.99833333333333333333
15117-130,0.99866666666666666667
15427-128,0.99666666666666666667
15427-129,0.99433333333333333333
15496-128,0.99933333333333333333
15496-129,0.99866666666666666667
15496-130,0.99966666666666666667
15514-128,0.99766666666666666667
15514-129,0.997
15514-130,0.99866666666666666667
15516-128,0.99866666666666666667
15516-129,0.999
15516-130,0.99533333333333333333
15578-128,0.99933333333333333333
15578-129,0.99933333333333333333
15578-130,0.99933333333333333333
15579-128,0.997
15579-129,0.99966666666666666667
15579-130,1
15592-128,0.99333333333333333333
15592-129,0.99166666666666666667
238397-0,0.99866666666666666667
238397-1,0.99766666666666666667
238397-2,0.999
238455-16,0.99866666666666666667
238455-17,0.99933333333333333333
253890-0,0.99833333333333333333
253890-1,0.99766666666666666667
253890-2,0.998
253891-0,0.99866666666666666667
253891-1,0.999
253891-2,0.999
253892-0,0.99933333333333333333
253892-1,0.99833333333333333333
253892-2,0.99866666666666666667
253892-3,0.99933333333333333333
253892-4,0.999
253892-5,0.998
253893-0,0.999
253893-1,0.99866666666666666667
253893-2,0.999
253894-0,0.99866666666666666667
253894-1,0.99766666666666666667
253894-2,0.99866666666666666667
253895-0,0.99866666666666666667
253895-1,0.99866666666666666667
253895-2,0.99833333333333333333
253896-0,0.99766666666666666667
253896-1,0.99633333333333333333
253896-2,0.99766666666666666667
253898-0,0.99833333333333333333
253898-1,0.99933333333333333333
253898-2,0.999
253899-0,0.99866666666666666667
253899-1,0.999
253899-2,0.99866666666666666667
253900-0,0.99733333333333333333
253900-1,0.998
253900-2,0.99833333333333333333
253901-0,0.99766666666666666667
253901-1,0.999
253901-2,0.998
253902-0,0.99866666666666666667
253902-1,0.99866666666666666667
253902-2,0.99866666666666666667
253903-0,0.99933333333333333333
253903-1,0.99933333333333333333
253903-2,0.99166666666666666667
253904-0,0.99833333333333333333
253904-1,0.998
253904-2,0.99833333333333333333
253905-0,0.999
253905-1,0.99866666666666666667
253905-2,0.999
253906-0,0.99866666666666666667
253906-1,0.998
253906-2,0.99833333333333333333
253907-0,0.998
253907-1,0.99766666666666666667
253907-2,0.998
253907-3,0.99766666666666666667
253907-4,0.99766666666666666667
253907-5,0.99766666666666666667
253908-0,0.99733333333333333333
253908-1,0.99766666666666666667
253908-2,0.99733333333333333333
253909-0,0.99833333333333333333
253909-1,0.998
253909-2,0.99833333333333333333
253910-0,0.99866666666666666667
253910-1,0.998
253910-2,0.99833333333333333333
253911-0,0.99733333333333333333
253911-1,0.99766666666666666667
253911-2,0.997
253912-0,0.99833333333333333333
253912-1,0.99833333333333333333
253912-2,0.999
253913-0,0.99833333333333333333
253913-1,0.99733333333333333333
253913-2,0.99966666666666666667
253914-0,0.99866666666666666667
253914-1,0.99866666666666666667
253914-2,0.99833333333333333333
253915-0,0.99733333333333333333
253915-1,0.99833333333333333333
253915-2,0.99866666666666666667
253916-0,0.99866666666666666667
253916-1,0.99833333333333333333
253916-2,0.998
253917-0,0.998
253917-1,0.99666666666666666667
253917-2,0.998
253918-0,0.99833333333333333333
253918-1,0.99833333333333333333
253918-2,0.99833333333333333333
253919-0,0.999
253919-1,0.99566666666666666667
253919-2,0.996
253920-0,0.99833333333333333333
253920-1,0.996
253920-2,0.998
253921-0,0.99866666666666666667
253921-1,0.998
253921-2,0.99733333333333333333
253922-0,0.99833333333333333333
253922-1,0.99866666666666666667
253922-2,0.996
253923-0,0.999
253923-1,0.99766666666666666667
253923-2,0.99766666666666666667
253924-0,0.99566666666666666667
253924-1,0.999
253924-2,0.999
253926-0,0.99833333333333333333
253926-1,0.99833333333333333333
253926-2,0.99733333333333333333
253927-0,0.99866666666666666667
253927-1,0.99833333333333333333
253927-2,0.99733333333333333333
253928-0,0.999
253928-1,0.999
253928-2,0.999
253929-0,0.999
253929-1,0.99766666666666666667
253929-2,0.99833333333333333333
253930-128,0.99866666666666666667
253930-129,0.99833333333333333333
253930-130,0.99733333333333333333
253931-0,0.998
253931-1,0.99766666666666666667
253931-2,0.999
253932-0,0.99733333333333333333
253932-1,0.99733333333333333333
253932-2,0.997
253933-0,0.999
253933-1,0.99733333333333333333
253933-2,0.998
253934-0,0.99733333333333333333
253934-1,0.99766666666666666667
253934-2,0.99733333333333333333
253935-0,0.998
253935-1,0.999
253935-2,0.99866666666666666667
253936-0,0.998
253936-1,0.998
253936-2,0.99833333333333333333
253937-0,0.99866666666666666667
253937-1,0.99
253937-2,0.99666666666666666667
253938-0,0.99866666666666666667
253938-1,0.99766666666666666667
253938-2,0.997
253939-0,0.998
253939-1,0.998
253939-2,0.999
253940-0,0.998
253940-1,0.99766666666666666667
253940-2,0.998
253941-0,0.99766666666666666667
253941-1,0.99833333333333333333
253941-2,0.998
253949-0,0.99766666666666666667
253949-1,0.99733333333333333333
253949-2,0.998
253950-0,0.997
253950-1,0.99833333333333333333
253950-2,0.99766666666666666667
259584-0,0.995
259584-1,0.99733333333333333333
259584-2,0.99633333333333333333
259584-3,0.98933333333333333333
259627-0,0.99866666666666666667
259627-1,0.99833333333333333333
259627-2,0.999
259627-3,0.99933333333333333333
259627-4,0.99933333333333333333
259627-5,0.99966666666666666667
259682-0,0.99766666666666666667
259682-1,0.99733333333333333333
259682-2,0.99666666666666666667
259753-16,0.99833333333333333333
259761-0,0.99666666666666666667
259761-1,0.99833333333333333333
259761-2,0.99633333333333333333
259761-3,0.99933333333333333333
259761-4,0.998
259761-5,0.998
259772-0,0.99833333333333333333
259772-1,0.99633333333333333333
259772-2,0.99766666666666666667
259775-0,0.99866666666666666667
259775-1,0.99766666666666666667
259775-2,0.99833333333333333333
259778-0,0.999
259778-1,0.99866666666666666667
259778-2,0.997
259779-0,0.99833333333333333333
259779-1,0.99833333333333333333
259779-2,0.99766666666666666667
259781-0,0.99766666666666666667
259781-1,0.99766666666666666667
259781-2,0.99666666666666666667
259782-0,0.99633333333333333333
259782-1,0.99533333333333333333
259782-2,0.99866666666666666667
273929-128,0.996
273929-129,0.99566666666666666667
273929-130,0.99766666666666666667
274142-144,1
274143-144,0.999
274161-128,0.998
274161-129,0.978
274161-130,0.99333333333333333333
47467-0,0.99633333333333333333
47467-1,0.998
47467-2,0.997
47468-0,0.99833333333333333333
47468-1,0.99833333333333333333
47468-2,0.999
47469-0,0.99733333333333333333
47469-1,0.999
47469-2,0.99966666666666666667
47470-0,0.99933333333333333333
47470-1,0.99966666666666666667
47470-2,0.999
47484-16,0.99866666666666666667
47489-16,0.99866666666666666667
47501-16,0.999
47507-16,1
47519-16,0.99933333333333333333
47520-16,0.99966666666666666667
47588-16,0.99866666666666666667
47592-16,0.99766666666666666667
47593-16,0.99933333333333333333
5641-128,0.999
5641-129,0.999
5641-130,0.999
5660-128,0.99766666666666666667
5660-129,0.998
5660-130,0.998
5885-144,0.99933333333333333333
7201-128,0.99766666666666666667
7295-144,0.99866666666666666667
7296-144,1
7297-144,0.999
7298-144,0.999
7299-144,0.99966666666666666667
7300-144,0.999
7313-144,0.999
7316-144,0.99966666666666666667
7317-144,0.999
7318-144,0.99966666666666666667
7319-144,0.99366666666666666667
7320-144,0.999
7335-144,0.99966666666666666667
7336-144,0.999
7360-144,0.99933333333333333333
7367-144,1
7385-144,0.99866666666666666667
7400-128,0.99833333333333333333
7400-129,0.998
7400-130,0.998
